0.000019,0.000005,0.000005,0.000004,0.000003,0.000003,0.000003,0.000003,0.000006,0.000004
0.000562,0.000016,0.000014,0.000010,0.000016,0.000008,0.000014,0.000016,0.000018,0.000011
0.000400,0.000032,0.000017,0.000023,0.000029,0.000015,0.000027,0.000014,0.000017,0.000027
0.000508,0.000023,0.000021,0.000029,0.000035,0.000020,0.000019,0.000032,0.000023,0.000016
0.000399,0.000014,0.000020,0.000013,0.000015,0.000022,0.000014,0.000018,0.000015,0.000017
0.000686,0.000283,0.000284,0.000221,0.000237,0.000250,0.000216,0.000274,0.000208,0.000280
0.000485,0.000240,0.000238,0.000263,0.000235,0.000294,0.000278,0.000264,0.000251,0.000248
0.000506,0.000219,0.000297,0.000257,0.000275,0.000255,0.000190,0.000254,0.000322,0.000283
0.000443,0.000371,0.000495,0.000391,0.000328,0.000333,0.000324,0.000417,0.000362,0.000335
0.000708,0.000524,0.000590,0.000440,0.000427,0.000398,0.000466,0.000729,0.000653,0.000473
0.000632,0.000619,0.000531,0.000503,0.000536,0.000783,0.000506,0.000593,0.000693,0.000743
0.000634,0.000593,0.001041,0.000733,0.000709,0.000705,0.000630,0.000665,0.000664,0.000567
0.000661,0.000623,0.000983,0.000906,0.000698,0.000794,0.000782,0.000795,0.001281,0.000794
0.001217,0.000902,0.000812,0.000865,0.000862,0.001025,0.000892,0.000832,0.000993,0.000763
0.000938,0.001109,0.001222,0.001073,0.001106,0.001072,0.001069,0.000905,0.001093,0.000951
0.001111,0.001375,0.001203,0.001062,0.001008,0.001163,0.001112,0.001032,0.001187,0.000954
0.001306,0.001270,0.001117,0.001210,0.001190,0.001199,0.001331,0.001068,0.001233,0.001441
0.001249,0.001848,0.001423,0.001445,0.001765,0.001094,0.001599,0.001519,0.001154,0.001313
0.001535,0.001476,0.001654,0.001449,0.001273,0.001992,0.001635,0.001819,0.001338,0.001394
0.001647,0.001749,0.001645,0.001528,0.001697,0.001588,0.001661,0.001608,0.001746,0.001627
0.002460,0.002397,0.001753,0.001614,0.001322,0.001362,0.001682,0.000998,0.001657,0.002037
0.001773,0.002038,0.001836,0.002062,0.001590,0.002055,0.001976,0.001639,0.002047,0.002461
0.002035,0.001729,0.002179,0.002433,0.001953,0.001987,0.001763,0.001629,0.001581,0.002283
0.002268,0.002762,0.002302,0.002052,0.002234,0.001827,0.001921,0.002046,0.001936,0.002426
0.002044,0.001983,0.002860,0.002868,0.002726,0.001960,0.002739,0.003012,0.002113,0.002614
0.002158,0.002090,0.002339,0.002398,0.002234,0.003202,0.002734,0.002044,0.002937,0.002567
0.003571,0.002478,0.002373,0.003174,0.002315,0.002601,0.002510,0.002472,0.002346,0.002615
0.002905,0.002558,0.002164,0.002667,0.003264,0.002747,0.002698,0.002553,0.002302,0.002466
0.002766,0.002914,0.002720,0.003379,0.002643,0.002632,0.002674,0.002473,0.003023,0.002755
0.002738,0.003026,0.003009,0.002764,0.003077,0.003074,0.002883,0.002841,0.003084,0.003350
0.002579,0.003295,0.003247,0.003909,0.002796,0.002716,0.002725,0.002901,0.003040,0.002870
0.003266,0.002928,0.003712,0.002906,0.003484,0.003731,0.002963,0.002651,0.003266,0.003263
0.003354,0.003290,0.003191,0.003336,0.003198,0.003147,0.003736,0.003866,0.004441,0.003196
0.003660,0.003699,0.003711,0.004001,0.003677,0.003475,0.003379,0.004123,0.004040,0.004025
0.003453,0.002994,0.004369,0.003457,0.003898,0.003456,0.003239,0.004052,0.003269,0.003549
0.004021,0.002977,0.005259,0.004191,0.004152,0.004487,0.004261,0.003786,0.003656,0.003513
0.004259,0.004433,0.004822,0.003605,0.004215,0.004408,0.003603,0.003661,0.004210,0.003717
0.003840,0.004917,0.004209,0.004390,0.004013,0.003771,0.003837,0.003854,0.004097,0.003563
0.004634,0.003704,0.003934,0.005008,0.003929,0.003941,0.004383,0.003654,0.003880,0.004391
0.004490,0.004237,0.004511,0.004572,0.004254,0.003910,0.004554,0.003928,0.004238,0.004933
0.004856,0.004281,0.004877,0.004153,0.003913,0.004590,0.004826,0.004305,0.004772,0.005075
0.004314,0.004920,0.004235,0.004870,0.004095,0.004347,0.004184,0.005026,0.005055,0.003964
0.005312,0.004912,0.004344,0.004745,0.005112,0.006161,0.005982,0.004188,0.004272,0.004592
0.004955,0.004325,0.004164,0.005326,0.004540,0.003999,0.004604,0.006111,0.005126,0.004317
0.003427,0.005029,0.004591,0.004639,0.004916,0.004903,0.004794,0.004869,0.005005,0.005069
0.005274,0.005156,0.004675,0.006878,0.004932,0.004657,0.005455,0.004797,0.005058,0.004549
0.004966,0.006050,0.004901,0.005453,0.006349,0.005560,0.004977,0.004687,0.005441,0.005668
0.005806,0.005353,0.005339,0.005070,0.005745,0.006135,0.005513,0.004904,0.004888,0.005843
0.004896,0.005442,0.005516,0.005460,0.005369,0.005184,0.005417,0.005249,0.005034,0.005597
0.006217,0.006452,0.005822,0.005251,0.005505,0.005359,0.004811,0.006727,0.006241,0.005264
0.007183,0.006786,0.007361,0.007790,0.007353,0.006641,0.007014,0.006876,0.007025,0.006733
0.007246,0.007681,0.007688,0.007664,0.006856,0.007027,0.007932,0.006862,0.007626,0.006359
0.006861,0.006904,0.007006,0.006845,0.007296,0.007002,0.007365,0.006725,0.006734,0.007524
0.006842,0.007103,0.007228,0.007214,0.007213,0.007297,0.006452,0.008378,0.007305,0.006778
0.007354,0.007157,0.007330,0.007827,0.007201,0.006825,0.007398,0.007359,0.007575,0.007288
0.007219,0.008227,0.007467,0.008037,0.007161,0.007424,0.008071,0.008215,0.007388,0.007941
0.009347,0.007162,0.008382,0.007874,0.006646,0.006310,0.008157,0.006974,0.007430,0.007365
0.007567,0.008501,0.008147,0.007775,0.007362,0.007900,0.007908,0.007364,0.007341,0.006942
0.009838,0.007927,0.007649,0.007566,0.007950,0.009440,0.008017,0.008056,0.007660,0.008857
0.008089,0.007836,0.008144,0.008575,0.007540,0.007509,0.008361,0.007690,0.007548,0.007807
0.007969,0.007838,0.007852,0.007942,0.007983,0.007617,0.007974,0.007987,0.007615,0.007976
0.009989,0.007670,0.007959,0.008694,0.009231,0.007848,0.008111,0.008154,0.008225,0.008309
0.008030,0.008391,0.008030,0.007732,0.008112,0.008325,0.007811,0.007715,0.007669,0.007682
0.008384,0.008637,0.008811,0.008248,0.008700,0.008461,0.008081,0.008457,0.008368,0.008253
0.008696,0.008963,0.008768,0.008337,0.007803,0.008297,0.009974,0.008403,0.008874,0.008664
0.008238,0.008815,0.008030,0.008388,0.009625,0.008471,0.007832,0.008923,0.008392,0.010068
0.008549,0.008720,0.008341,0.008453,0.009220,0.008146,0.008980,0.008719,0.009014,0.009141
0.008657,0.008749,0.008805,0.008131,0.008446,0.008821,0.008497,0.009085,0.008843,0.008578
0.008333,0.008522,0.008756,0.008743,0.008466,0.009083,0.008709,0.009144,0.008487,0.008767
0.009309,0.009017,0.009370,0.009121,0.009281,0.008822,0.008907,0.009358,0.009202,0.008896
0.008952,0.008746,0.008988,0.009255,0.010120,0.011402,0.009390,0.009141,0.009359,0.009659
0.009279,0.009020,0.009849,0.008458,0.007700,0.009784,0.009259,0.009664,0.009496,0.008875
0.009686,0.009374,0.009287,0.008981,0.008828,0.008923,0.009255,0.007686,0.009728,0.009008
0.009714,0.009462,0.009926,0.009420,0.007375,0.010665,0.009328,0.009039,0.009482,0.009470
0.009437,0.010170,0.011423,0.009704,0.010957,0.010028,0.009641,0.010156,0.008866,0.009651
0.009398,0.009789,0.009338,0.009904,0.009671,0.010198,0.010525,0.009125,0.009722,0.009694
0.009819,0.010192,0.009767,0.010356,0.011663,0.009574,0.010696,0.009779,0.010452,0.010250
0.009731,0.010690,0.010105,0.009927,0.009568,0.010603,0.009456,0.010208,0.009748,0.009520
0.010691,0.010275,0.011545,0.009342,0.009834,0.010104,0.009506,0.010830,0.009551,0.010061
0.010484,0.010334,0.010602,0.010240,0.010153,0.010204,0.009703,0.010128,0.009920,0.010915
0.007906,0.009163,0.010576,0.010839,0.010248,0.009696,0.009951,0.010359,0.010672,0.010501
0.010782,0.010357,0.010864,0.010490,0.010634,0.010670,0.010336,0.010657,0.009723,0.011143
0.010446,0.010325,0.010247,0.010929,0.010628,0.010502,0.009586,0.009945,0.010629,0.010831
0.010221,0.010946,0.011057,0.010003,0.009804,0.010318,0.010995,0.010796,0.010825,0.010957
0.011362,0.011046,0.010978,0.010612,0.010544,0.011128,0.009654,0.010444,0.010330,0.010864
0.010489,0.011378,0.010329,0.010127,0.011324,0.010814,0.010959,0.010948,0.011142,0.010398
0.010605,0.011248,0.010999,0.011932,0.011084,0.011394,0.010958,0.010640,0.011242,0.011137
0.012810,0.011114,0.010596,0.010666,0.011148,0.011454,0.011393,0.011127,0.011752,0.011163
0.011548,0.012072,0.010562,0.011137,0.010366,0.011685,0.011565,0.011159,0.011644,0.011682
0.012326,0.011095,0.011153,0.011387,0.011254,0.011068,0.011361,0.011486,0.011465,0.011957
0.011994,0.012037,0.011520,0.011625,0.011349,0.011405,0.012602,0.011524,0.015143,0.011688
0.011539,0.011717,0.011734,0.011228,0.013224,0.011603,0.011785,0.012013,0.011710,0.012000
0.011363,0.012239,0.012100,0.011595,0.011074,0.010994,0.011315,0.012402,0.012142,0.012024
0.011352,0.012313,0.012240,0.011651,0.011952,0.011451,0.010984,0.012052,0.011428,0.012180
0.013253,0.012538,0.012212,0.012005,0.012348,0.012343,0.013129,0.011427,0.011718,0.012609
