0.005608,0.007259,0.007521,0.006496,0.005570,0.005888,0.005703,0.005857,0.005416,0.006047
0.006112,0.007427,0.006939,0.007485,0.006051,0.006735,0.006128,0.013904,0.009940,0.008076
0.010497,0.003685,0.003733,0.004897,0.007631,0.005646,0.003579,0.005487,0.007083,0.008413
0.003983,0.004024,0.003964,0.005036,0.008214,0.010106,0.006159,0.006235,0.003706,0.007692
0.008999,0.004467,0.005537,0.003585,0.003599,0.003551,0.003744,0.004390,0.003636,0.004749
0.003781,0.003712,0.003664,0.003675,0.003698,0.004681,0.008733,0.004802,0.004021,0.003809
0.003864,0.003637,0.004208,0.004766,0.006417,0.006205,0.005281,0.006651,0.008559,0.005459
0.004253,0.003769,0.006099,0.007634,0.004874,0.005856,0.009637,0.008543,0.003463,0.003757
0.003686,0.003411,0.003883,0.003502,0.003488,0.003708,0.004831,0.006137,0.003659,0.003620
0.003793,0.003673,0.003430,0.003631,0.003534,0.003758,0.003751,0.003553,0.003826,0.003765
0.003647,0.003978,0.003808,0.005367,0.007250,0.007073,0.005036,0.004806,0.003622,0.003772
0.003588,0.004198,0.004387,0.004480,0.004896,0.003993,0.004196,0.004203,0.004046,0.004052
0.005562,0.007317,0.004610,0.003995,0.005718,0.005147,0.009764,0.018263,0.013870,0.005642
0.004579,0.005042,0.005107,0.005011,0.005232,0.004622,0.004169,0.003876,0.005354,0.006775
0.006066,0.004392,0.007663,0.007686,0.005284,0.005059,0.005380,0.007923,0.007383,0.005662
0.005143,0.010481,0.004145,0.005305,0.009914,0.004772,0.003592,0.005398,0.007048,0.007646
0.005073,0.005099,0.006139,0.005669,0.008721,0.005294,0.005155,0.006871,0.005687,0.007871
0.005416,0.008165,0.009415,0.003730,0.003735,0.005166,0.005590,0.009282,0.005190,0.006776
0.006411,0.005828,0.003803,0.005694,0.005286,0.005249,0.005291,0.004717,0.005045,0.005755
0.007622,0.005445,0.012160,0.005655,0.008765,0.004188,0.005745,0.005183,0.006952,0.007797
0.007310,0.005306,0.006318,0.005827,0.006386,0.004686,0.008814,0.008866,0.004560,0.006290
0.008708,0.005508,0.006378,0.004069,0.003498,0.004158,0.004297,0.005957,0.005003,0.003472
0.006514,0.007105,0.004955,0.004500,0.004003,0.003971,0.003728,0.003839,0.003643,0.005906
0.005538,0.008630,0.004992,0.006645,0.004956,0.004632,0.005161,0.005576,0.004853,0.005101
0.003877,0.003637,0.003672,0.004125,0.003386,0.003666,0.003478,0.004747,0.003548,0.003371
0.003846,0.003563,0.004106,0.003321,0.003429,0.003209,0.003658,0.003581,0.003848,0.003660
0.003751,0.003707,0.003993,0.005364,0.006009,0.006985,0.006850,0.004103,0.003737,0.003900
0.003979,0.003622,0.004346,0.005963,0.003534,0.003833,0.003468,0.003682,0.003768,0.004988
0.006485,0.008158,0.003706,0.004028,0.003766,0.003514,0.003448,0.003661,0.003636,0.003707
0.003626,0.003727,0.007533,0.007536,0.004871,0.004819,0.004760,0.004844,0.006220,0.004897
0.004116,0.003650,0.003700,0.003641,0.003612,0.003608,0.005349,0.006660,0.005232,0.008299
0.004644,0.006010,0.004487,0.006746,0.007159,0.005677,0.006760,0.008481,0.006090,0.005617
0.011701,0.007081,0.010205,0.004977,0.005228,0.008715,0.005304,0.005964,0.006120,0.013315
0.006942,0.006722,0.005039,0.004870,0.004522,0.004677,0.006283,0.008816,0.007328,0.006999
0.017050,0.009432,0.005219,0.008290,0.005940,0.007746,0.009390,0.006794,0.005633,0.005030
0.006090,0.005690,0.004800,0.008605,0.005868,0.006399,0.005389,0.007018,0.008258,0.004850
0.005444,0.009059,0.006943,0.005575,0.004699,0.005302,0.006233,0.006072,0.006914,0.007599
0.004847,0.003669,0.003556,0.003610,0.004032,0.003441,0.003611,0.003978,0.003465,0.004067
0.003747,0.003779,0.003455,0.004773,0.005084,0.005681,0.003984,0.003847,0.003606,0.003460
0.004159,0.005020,0.004833,0.005048,0.005284,0.005844,0.006382,0.006768,0.005150,0.004446
0.007828,0.006477,0.006609,0.004278,0.004933,0.005411,0.009537,0.004493,0.004981,0.004930
0.004334,0.005327,0.006017,0.006665,0.003958,0.005380,0.008659,0.008012,0.006184,0.005915
0.005081,0.003644,0.003458,0.003690,0.004482,0.003532,0.003972,0.007834,0.007570,0.003521
0.003649,0.004849,0.006408,0.003942,0.006151,0.006522,0.007646,0.003927,0.005105,0.006251
0.005529,0.003604,0.006746,0.005175,0.003392,0.003606,0.004467,0.004906,0.005388,0.005240
0.003935,0.008001,0.005499,0.006181,0.006957,0.003835,0.006269,0.003436,0.003473,0.003694
0.006087,0.005661,0.004298,0.005817,0.006306,0.005858,0.004414,0.004647,0.003540,0.005365
0.005088,0.003730,0.005493,0.003447,0.005789,0.005514,0.005193,0.009541,0.003578,0.005051
0.003675,0.003570,0.010189,0.008430,0.010724,0.006350,0.006321,0.009841,0.005790,0.005903
0.031078,0.009217,0.005597,0.003854,0.003812,0.003610,0.004041,0.006629,0.009724,0.007628
