1, 38630, 1000.900000, 1.757840, 1006, 1001, 1001, 1000, 1000, 1000, 1000, 1000, 1000, 1001
1, 35114, 1000.900000, 6.744627, 999, 1000, 1000, 999, 998, 998, 998, 998, 998, 1021
1, 31773, 1000.900000, 3.238827, 1010, 1002, 1002, 1000, 999, 999, 999, 999, 999, 1000
1, 39769, 1000.900000, 1.513275, 1005, 1002, 1001, 1000, 1000, 1000, 1000, 1000, 1000, 1001
1, 33629, 1000.900000, 1.445683, 1001, 1001, 1005, 1001, 1000, 1000, 1000, 1000, 1000, 1001
1, 46698, 1000.900000, 1.220656, 1002, 1004, 1001, 1000, 1000, 1000, 1000, 1001, 1000, 1001
1, 51510, 1000.900000, 1.757840, 1003, 1005, 1002, 1000, 1000, 1000, 1000, 1000, 999, 1000
1, 47926, 1000.900000, 21.346897, 1007, 1006, 939, 1006, 1006, 1006, 1005, 1005, 1005, 1024
1, 45259, 1000.900000, 1.813836, 1006, 1002, 1001, 1000, 1000, 1000, 1000, 1000, 1000, 1000
1, 51578, 1000.900000, 1.972308, 1006, 1003, 1001, 1000, 1000, 1000, 1000, 1000, 999, 1000
1, 41518, 1000.900000, 1.813836, 1006, 1000, 1002, 1000, 1001, 1000, 1000, 1000, 1000, 1000
1, 34201, 1000.900000, 0.943398, 1003, 1002, 1001, 1001, 1001, 1001, 1000, 1000, 1000, 1000
1, 44076, 1000.900000, 2.385372, 1008, 1000, 1001, 1000, 1000, 1000, 1000, 1000, 1000, 1000
1, 44048, 1000.900000, 1.513275, 1005, 1002, 1001, 1000, 1001, 1000, 1000, 1000, 1000, 1000
1, 34645, 1000.900000, 0.700000, 1002, 1002, 1001, 1001, 1001, 1001, 1001, 1000, 1000, 1000
1, 34741, 1000.900000, 0.700000, 1002, 1002, 1001, 1001, 1001, 1001, 1001, 1000, 1000, 1000
1, 44016, 1000.900000, 2.300000, 1007, 1003, 1001, 1000, 1000, 1000, 1000, 999, 999, 1000
1, 43279, 1000.900000, 1.220656, 1004, 1002, 1001, 1001, 1001, 1000, 1000, 1000, 1000, 1000
1, 37299, 1000.900000, 2.385372, 1008, 1001, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000
1, 1278080, 1000.900000, 2.385372, 1007, 1003, 1002, 1000, 1000, 1000, 999, 999, 999, 1000
1, 50617, 1000.900000, 6.487681, 1020, 1002, 1000, 998, 998, 998, 998, 998, 998, 999
1, 39558, 1000.900000, 4.414748, 1014, 1000, 1001, 999, 999, 999, 999, 999, 999, 1000
1, 35592, 1000.900000, 1.300000, 1004, 1001, 1002, 1002, 1000, 1000, 1000, 1000, 1000, 1000
1, 45131, 1000.900000, 1.813836, 1006, 1002, 1000, 1001, 1000, 1000, 1000, 1000, 1000, 1000
1, 37500, 1000.900000, 3.080584, 1010, 1000, 1001, 1000, 1000, 999, 1000, 1000, 999, 1000
1, 49445, 1000.900000, 2.547548, 1008, 1002, 1001, 1000, 1001, 1000, 999, 999, 999, 1000
1, 35656, 1000.900000, 4.392038, 1000, 1000, 1014, 1000, 1000, 999, 999, 999, 999, 999
1, 44432, 1000.900000, 0.700000, 1002, 1002, 1001, 1001, 1001, 1001, 1001, 1000, 1000, 1000
1, 44001, 1000.900000, 2.773085, 1009, 1001, 1001, 1000, 1000, 1000, 999, 999, 1000, 1000
1, 45498, 1000.900000, 3.562303, 1011, 1002, 1002, 999, 999, 999, 999, 999, 999, 1000
2, 32757, 1000.900000, 1069.315431, 3233, 2039, 2468, 280, 382, 295, 333, 281, 407, 291
2, 32163, 1000.900000, 1095.040040, 3037, 2345, 2565, 247, 147, 214, 394, 233, 531, 296
2, 34782, 1000.900000, 1129.213217, 3593, 2002, 2220, 137, 171, 467, 688, 252, 292, 187
2, 69418, 1000.900000, 1380.892860, 5010, 1333, 1078, 403, 206, 346, 473, 524, 212, 424
2, 37930, 1000.900000, 900.059048, 3289, 1566, 1778, 472, 463, 284, 504, 596, 495, 562
2, 48580, 1000.900000, 971.736842, 3019, 375, 579, 316, 573, 280, 2822, 700, 726, 619
2, 40683, 1000.900000, 855.428133, 356, 2802, 2337, 1175, 1277, 444, 484, 274, 495, 365
2, 37406, 1000.900000, 518.049312, 651, 2504, 875, 899, 743, 866, 819, 650, 869, 1133
2, 35220, 1000.900000, 819.597273, 299, 2404, 2772, 705, 491, 814, 664, 793, 266, 801
2, 34469, 1000.900000, 597.446475, 782, 920, 1875, 2242, 509, 735, 1256, 658, 166, 866
2, 38283, 1000.900000, 1108.583641, 4096, 1469, 1351, 716, 234, 635, 323, 358, 381, 446
2, 51466, 1000.900000, 1053.640019, 1016, 1019, 3016, 3051, 268, 321, 358, 305, 198, 457
