1, 52492, 5000.900000, 0.943398, 5003, 5002, 5001, 5001, 5001, 5001, 5000, 5000, 5000, 5000
1, 69873725, 5000.900000, 2.385372, 5008, 5001, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000
1, 55114, 5000.900000, 1.813836, 5006, 5000, 5002, 5001, 5000, 5000, 5000, 5000, 5000, 5000
1, 44130, 5000.900000, 3.884585, 5012, 5003, 4999, 5000, 4999, 4999, 4999, 4999, 4999, 5000
1, 47003, 5000.900000, 0.943398, 5003, 5002, 5001, 5001, 5001, 5001, 5000, 5000, 5000, 5000
1, 42189, 5000.900000, 2.300000, 5007, 5001, 5002, 5002, 5000, 5000, 4999, 4999, 4999, 5000
1, 47829, 5000.900000, 1.445683, 5004, 5003, 5002, 5000, 5000, 5000, 5000, 5000, 5000, 5000
1, 42336, 5000.900000, 0.943398, 5002, 5001, 5001, 5003, 5001, 5000, 5000, 5000, 5000, 5001
1, 46505, 5000.900000, 3.047950, 5009, 5004, 5000, 5000, 5000, 4999, 4999, 4999, 4999, 5000
1, 36462, 5000.900000, 1.220656, 5004, 5001, 5002, 5001, 5000, 5000, 5000, 5000, 5000, 5001
1, 45710, 5000.900000, 1.445683, 5005, 5001, 5001, 5001, 5001, 5000, 5000, 5000, 5000, 5000
1, 124759628, 5000.900000, 3.562303, 5011, 5002, 5002, 4999, 4999, 4999, 4999, 4999, 4999, 5000
1, 47862, 5000.900000, 1.813836, 5006, 5002, 5001, 5000, 5000, 5000, 5000, 5000, 5000, 5000
2, 41100, 5000.900000, 4663.778950, 13729, 11074, 11346, 1749, 1796, 2211, 2069, 1915, 2324, 1796
2, 53682, 5000.900000, 4119.187771, 2333, 12696, 11074, 9660, 2852, 1888, 3349, 2897, 1098, 2162
2, 41392, 5000.900000, 4517.247845, 1945, 13574, 11100, 2347, 1714, 1677, 2628, 2238, 2035, 10751
2, 44939, 5000.900000, 5191.616905, 16767, 10397, 10376, 1717, 1991, 1688, 1325, 1754, 1716, 2278
2, 47284, 5000.900000, 4579.738933, 14444, 10422, 10576, 2475, 2039, 2320, 2026, 1880, 2141, 1686
2, 43912, 5000.900000, 4519.397580, 3332, 14454, 13369, 3724, 2295, 2265, 4190, 1763, 2331, 2286
2, 2478703, 5000.900000, 4468.052405, 1729, 1323, 13633, 10185, 11205, 2024, 3060, 2017, 1854, 2979
2, 137256, 5000.900000, 5792.556179, 1469, 20997, 7156, 8019, 2000, 1737, 2000, 1825, 3173, 1633
2, 90355, 5000.900000, 4798.414685, 13550, 11648, 11603, 1396, 1608, 2689, 1641, 2332, 2132, 1410
2, 64009, 5000.900000, 1563.642699, 5407, 5663, 6738, 8012, 4086, 3384, 3173, 6175, 3430, 3941
2, 34055, 5000.900000, 5036.917201, 18422, 7482, 8522, 2863, 2009, 1845, 1818, 2691, 2448, 1909
2, 47397, 5000.900000, 4446.196407, 15314, 2610, 12227, 2915, 2811, 2554, 2755, 2531, 3488, 2804
2, 47845, 5000.900000, 4568.745527, 2726, 2540, 2199, 2834, 16416, 3606, 2772, 3028, 2684, 11204
2, 57396, 5000.900000, 3650.110696, 4625, 4529, 4328, 4469, 15646, 4994, 3375, 2778, 2556, 2709
2, 51336, 5000.900000, 2188.075522, 7823, 6518, 7491, 8379, 4585, 2848, 3244, 3001, 2526, 3594
2, 42602, 5000.900000, 4446.700562, 13952, 10588, 10388, 2250, 2221, 2156, 2244, 1735, 2709, 1766
2, 65289, 5000.900000, 4697.985706, 1888, 14848, 10432, 10624, 2302, 1848, 1988, 1788, 2206, 2085
2, 45567, 5000.900000, 4933.395148, 15994, 9735, 10762, 1885, 2602, 1437, 2178, 1764, 2111, 1541
2, 37169, 5000.900000, 5264.577788, 17458, 9039, 10844, 2106, 1969, 1473, 1801, 1736, 1869, 1714
2, 70629, 5000.900000, 2855.827497, 2621, 4909, 9139, 11327, 2809, 3488, 2428, 3165, 4153, 5970
2, 36583, 5000.900000, 4678.284824, 14652, 9580, 11472, 1965, 2823, 1392, 1393, 2037, 2417, 2278
2, 54552, 5000.900000, 4750.980561, 16188, 8971, 9938, 3165, 1556, 1858, 1572, 2493, 2778, 1490
2, 47251, 5000.900000, 5149.940494, 16701, 10401, 10245, 1942, 1535, 1716, 2139, 1486, 1903, 1941
2, 56275, 5000.900000, 3751.666388, 6716, 5680, 12545, 11006, 2930, 3302, 1908, 2105, 1664, 2153
2, 63467, 5000.900000, 4215.600988, 14164, 9882, 9486, 2859, 2086, 2555, 2029, 2138, 2061, 2749
2, 43446, 5000.900000, 4992.928388, 16805, 9418, 10007, 2250, 2665, 1768, 1714, 1630, 2202, 1550
2, 49870, 5000.900000, 4354.045095, 12860, 10340, 11533, 2470, 1751, 2172, 2784, 1683, 2476, 1940
2, 52541, 5000.900000, 4904.676410, 15958, 10810, 9553, 2589, 2161, 1475, 2037, 2175, 1341, 1910
2, 37761, 5000.900000, 5619.448735, 1294, 20493, 6813, 1826, 3392, 1459, 1283, 2410, 8016, 3023
2, 1103005, 5000.900000, 5587.703561, 1759, 20689, 6932, 7140, 3037, 2481, 2565, 1301, 2249, 1856
