1, 78691, 5000.900000, 11.717082, 4998, 4997, 4998, 4997, 4997, 4997, 4997, 4996, 4996, 5036
1, 55335, 5000.900000, 0.700000, 5002, 5001, 5001, 5002, 5001, 5000, 5000, 5000, 5001, 5001
1, 139497, 5000.900000, 1.220656, 5002, 5003, 5003, 5000, 5000, 5000, 5000, 5000, 5000, 5001
1, 42130, 5000.900000, 4.109745, 5013, 5001, 5001, 4999, 4999, 4999, 4999, 4999, 4999, 5000
1, 40014, 5000.900000, 2.808914, 5008, 5003, 5003, 5000, 4999, 4999, 4999, 4999, 4999, 5000
1, 41276, 5000.900000, 2.586503, 5008, 5002, 5002, 5000, 5000, 5000, 4999, 4999, 4999, 5000
1, 55445, 5000.900000, 1.044031, 5001, 5003, 5002, 5002, 5000, 5000, 5000, 5000, 5000, 5001
1, 47427, 5000.900000, 8.395832, 4998, 4999, 4999, 4999, 4998, 4998, 4998, 4997, 4997, 5026
1, 40200, 5000.900000, 1.513275, 5005, 5002, 5001, 5000, 5001, 5000, 5000, 5000, 5000, 5000
1, 130346431, 5000.900000, 1.513275, 5001, 5005, 5001, 5002, 5000, 5000, 5000, 5000, 5000, 5000
1, 95384572, 5000.900000, 2.118962, 5001, 5001, 5007, 5001, 5000, 5000, 5000, 5000, 4999, 5000
1, 57881, 5000.900000, 1.813836, 5006, 5002, 5001, 5000, 5000, 5000, 5000, 5000, 5000, 5000
1, 48125, 5000.900000, 4.742362, 5015, 5000, 5001, 4999, 4999, 4999, 4999, 4999, 4999, 4999
1, 58189, 5000.900000, 3.448188, 5011, 5001, 5001, 5000, 4999, 5000, 4999, 4999, 4999, 5000
1, 41874, 5000.900000, 1.220656, 5004, 5002, 5001, 5000, 5001, 5001, 5000, 5000, 5000, 5000
1, 53140, 5000.900000, 0.700000, 5002, 5001, 5002, 5001, 5001, 5001, 5000, 5000, 5000, 5001
1, 44820, 5000.900000, 2.844293, 5009, 5002, 5001, 5000, 5000, 5000, 4999, 4999, 4999, 5000
